epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3971070349216461,0.0010000000474974513,1.82903254032135,0.4309999942779541,1.33008873462677
1,0.5009263157844543,0.0010000000474974513,1.2453317642211914,0.20733332633972168,6.322466850280762
2,0.5811600685119629,0.0010000000474974513,1.0933972597122192,0.39933332800865173,2.0723743438720703
3,0.6262648105621338,0.0010000000474974513,0.985619306564331,0.49799999594688416,1.6421810388565063
4,0.6661678552627563,0.0010000000474974513,0.9111654758453369,0.3986666798591614,1.5615390539169312
5,0.6886846423149109,0.0010000000474974513,0.8597863912582397,0.6853333115577698,0.847788393497467
6,0.716973066329956,0.0010000000474974513,0.7942383289337158,0.49433332681655884,2.1911752223968506
7,0.7357845306396484,0.0010000000474974513,0.7474803328514099,0.44999998807907104,3.105228900909424
8,0.7504631876945496,0.0010000000474974513,0.7153079509735107,0.722000002861023,0.7961618900299072
9,0.764999270439148,0.0010000000474974513,0.6829434633255005,0.7336666584014893,0.813521146774292
10,0.7701296806335449,0.0010000000474974513,0.6626585721969604,0.5423333048820496,1.6001938581466675
11,0.777184009552002,0.0010000000474974513,0.6517835855484009,0.518666684627533,1.4431054592132568
12,0.7833119630813599,0.0010000000474974513,0.639215886592865,0.687666654586792,1.0173438787460327
13,0.7897249460220337,0.0010000000474974513,0.622418224811554,0.7543333172798157,0.7091978192329407
14,0.790936291217804,0.0010000000474974513,0.6149547100067139,0.49433332681655884,1.8598471879959106
15,0.7960667014122009,0.0010000000474974513,0.5916023254394531,0.7603333592414856,0.6525456309318542
16,0.8026221990585327,0.0010000000474974513,0.5759392380714417,0.543666660785675,3.1116747856140137
17,0.810745358467102,0.0010000000474974513,0.5461094975471497,0.6890000104904175,1.3018096685409546
18,0.8156619668006897,0.0010000000474974513,0.5394052863121033,0.4516666531562805,3.3453993797302246
19,0.8162320256233215,0.0010000000474974513,0.5404880046844482,0.6809999942779541,0.9598376750946045
20,0.822716236114502,0.0010000000474974513,0.5151260495185852,0.7323333621025085,0.6510096788406372
21,0.8199372887611389,0.0010000000474974513,0.5327473878860474,0.5303333401679993,3.608398199081421
22,0.8191534876823425,0.0010000000474974513,0.5288751721382141,0.7986666560173035,0.552188515663147
23,0.8344021439552307,0.0010000000474974513,0.49010953307151794,0.6836666464805603,0.8876636028289795
24,0.8309106230735779,0.0010000000474974513,0.4847308397293091,0.6610000133514404,1.8430931568145752
25,0.8362548351287842,0.0010000000474974513,0.48362070322036743,0.7173333168029785,0.8614839911460876
26,0.8335471153259277,0.0010000000474974513,0.4871542155742645,0.6516666412353516,1.4457910060882568
27,0.8382499814033508,0.0010000000474974513,0.4780927300453186,0.7493333220481873,0.8135437965393066
28,0.8488670587539673,0.000800000037997961,0.4361708164215088,0.7536666393280029,0.7413121461868286
29,0.8532136082649231,0.000800000037997961,0.42698660492897034,0.7723333239555359,0.7094866633415222
30,0.8592703342437744,0.000800000037997961,0.40372857451438904,0.8396666646003723,0.4658050537109375
31,0.8552800416946411,0.000800000037997961,0.41717255115509033,0.8326666951179504,0.4671292304992676
32,0.8577027320861816,0.000800000037997961,0.41746148467063904,0.5556666851043701,1.8641539812088013
33,0.8626193404197693,0.000800000037997961,0.40205976366996765,0.7699999809265137,0.6745922565460205
34,0.863616943359375,0.000800000037997961,0.4034976363182068,0.6703333258628845,1.262143850326538
35,0.8579164743423462,0.000800000037997961,0.40200918912887573,0.6613333225250244,1.0746933221817017
36,0.8703149557113647,0.000640000042039901,0.3818063735961914,0.856333315372467,0.4343802034854889
37,0.8782243132591248,0.000640000042039901,0.3523297905921936,0.843666672706604,0.47867387533187866
38,0.8705286979675293,0.000640000042039901,0.3725159466266632,0.6193333268165588,1.5084434747695923
39,0.8769417405128479,0.000640000042039901,0.36020025610923767,0.8259999752044678,0.5284438729286194
40,0.8768704533576965,0.000640000042039901,0.3530711531639099,0.8600000143051147,0.45197901129722595
41,0.8770841956138611,0.000640000042039901,0.35479143261909485,0.597000002861023,3.564850330352783
42,0.887487530708313,0.0005120000569149852,0.3208182454109192,0.8230000138282776,0.5043402910232544
43,0.8887701034545898,0.0005120000569149852,0.3219130039215088,0.875,0.40796321630477905
44,0.8911215662956238,0.0005120000569149852,0.3161865770816803,0.6449999809265137,1.5358484983444214
45,0.8862761855125427,0.0005120000569149852,0.30933719873428345,0.7146666646003723,1.2714474201202393
46,0.8915491104125977,0.0005120000569149852,0.30373615026474,0.7676666378974915,0.8696500658988953
47,0.8966795206069946,0.0005120000569149852,0.3022960424423218,0.5976666808128357,2.3426244258880615
48,0.8991021513938904,0.0005120000569149852,0.2991113066673279,0.8243333101272583,0.5803309679031372
49,0.8994584679603577,0.00040960003389045596,0.28643423318862915,0.8640000224113464,0.4466091990470886
50,0.900242269039154,0.00040960003389045596,0.283417284488678,0.8643333315849304,0.4518391489982605
51,0.9010973572731018,0.00040960003389045596,0.27343839406967163,0.4659999907016754,4.70155143737793
52,0.9050876498222351,0.00040960003389045596,0.2730802893638611,0.8533333539962769,0.4711979627609253
53,0.9038050174713135,0.00040960003389045596,0.26572859287261963,0.8059999942779541,0.903104841709137
