epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4018099009990692,0.0010000000474974513,1.7789758443832397,0.3776666522026062,1.7447655200958252
1,0.4801909625530243,0.0010000000474974513,1.288524866104126,0.36133334040641785,1.5199933052062988
2,0.5344164371490479,0.0010000000474974513,1.1690723896026611,0.6146666407585144,0.9552627801895142
3,0.5978338122367859,0.0010000000474974513,1.039533257484436,0.6856666803359985,0.8961685299873352
4,0.6383069753646851,0.0010000000474974513,0.9573063254356384,0.16866666078567505,11.405693054199219
5,0.6809177994728088,0.0010000000474974513,0.8802927136421204,0.4050000011920929,2.165914535522461
6,0.704075813293457,0.0010000000474974513,0.823082685470581,0.5720000267028809,1.1670457124710083
7,0.7421975135803223,0.000800000037997961,0.7388920783996582,0.7796666622161865,0.603459358215332
8,0.7557360529899597,0.000800000037997961,0.7032554149627686,0.6110000014305115,1.5693657398223877
9,0.7721248269081116,0.000800000037997961,0.6828935146331787,0.800000011920929,0.5691579580307007
10,0.7810317873954773,0.000800000037997961,0.64625483751297,0.8243333101272583,0.5447691679000854
11,0.7841670513153076,0.000800000037997961,0.6240724325180054,0.8069999814033508,0.5462074875831604
12,0.7924326658248901,0.000800000037997961,0.6176557540893555,0.79666668176651,0.5899004936218262
13,0.8019096255302429,0.000800000037997961,0.5707402229309082,0.7990000247955322,0.5491596460342407
14,0.8133105039596558,0.000640000042039901,0.5544931888580322,0.734000027179718,0.8182863593101501
15,0.8248538970947266,0.000640000042039901,0.5123066306114197,0.8006666898727417,0.5843774676322937
16,0.8270628452301025,0.000640000042039901,0.5017353296279907,0.7893333435058594,0.6507818102836609
17,0.8427390456199646,0.0005120000569149852,0.47163668274879456,0.6996666789054871,1.0314059257507324
18,0.8443067073822021,0.0005120000569149852,0.4579212963581085,0.8396666646003723,0.48778530955314636
19,0.8472993969917297,0.0005120000569149852,0.44078707695007324,0.8016666769981384,0.546543300151825
20,0.8452330231666565,0.0005120000569149852,0.4475962221622467,0.7160000205039978,0.8978362083435059
21,0.8510047197341919,0.0005120000569149852,0.4350661039352417,0.8303333520889282,0.4974265992641449
22,0.8595553636550903,0.00040960003389045596,0.4113711714744568,0.8450000286102295,0.4814673662185669
23,0.8695311546325684,0.00040960003389045596,0.378596693277359,0.5910000205039978,2.7253429889678955
24,0.8656833171844482,0.00040960003389045596,0.3813115358352661,0.7593333125114441,0.8891559839248657
25,0.871526300907135,0.00040960003389045596,0.3668096959590912,0.8243333101272583,0.6176750063896179
26,0.8776542544364929,0.00032768002711236477,0.3540869951248169,0.8376666903495789,0.4528641700744629
27,0.881644606590271,0.00032768002711236477,0.34254196286201477,0.8379999995231628,0.4942888617515564
28,0.8837109804153442,0.00032768002711236477,0.33482781052589417,0.7319999933242798,0.9210467338562012
29,0.8825709223747253,0.00032768002711236477,0.34090858697891235,0.8073333501815796,0.6782991290092468
30,0.8872025012969971,0.0002621440216898918,0.3158382177352905,0.8673333525657654,0.4126499891281128
31,0.8893401622772217,0.0002621440216898918,0.3070875108242035,0.8673333525657654,0.4065296947956085
32,0.8901952505111694,0.0002621440216898918,0.3051600158214569,0.8393333554267883,0.4891425371170044
33,0.8892689347267151,0.0002621440216898918,0.3072565495967865,0.8349999785423279,0.47018536925315857
34,0.8958956599235535,0.0002621440216898918,0.30082738399505615,0.8579999804496765,0.477969229221344
35,0.9023087024688721,0.00020971521735191345,0.2712652385234833,0.8500000238418579,0.4836672246456146
36,0.90245121717453,0.00020971521735191345,0.2758747637271881,0.7973333597183228,0.7036412954330444
37,0.8995296955108643,0.00020971521735191345,0.2851907014846802,0.8619999885559082,0.4274396598339081
38,0.9035912752151489,0.00016777217388153076,0.27481645345687866,0.8253333568572998,0.5737544894218445
39,0.9080091118812561,0.00016777217388153076,0.2567211091518402,0.8619999885559082,0.4360930919647217
40,0.910645604133606,0.00016777217388153076,0.25272542238235474,0.8653333187103271,0.43909913301467896
41,0.9127119779586792,0.00013421774201560766,0.24360375106334686,0.8709999918937683,0.44168367981910706
